title,originalTitle,year,rating,votes_orig,votes,genres/0,genres/1,genres/2,genres/3,genres/4,genres/5,genres/6,genres/7,ProductionBudget_orig,DomesticGross_orig,WorldwideGross_orig,DomesticGross,WorldwideGross,domesticProfit,worldwideProfit,totalProfit
Bloodsport,,1988,"6,8","59,51",59513,Action,Biography,Drama,Sport,,,,,1500000,11806119,11806119,11806119,11806119,10306119,10306119,20612238
Child's Play,,1988,"6,5","63,11",63111,Horror,,,,,,,,9000000,33244684,44196684,33244684,44196684,24244684,1952000,26196684
Dangerous Liaisons,,1988,"7,7","53,34",53343,Drama,Romance,,,,,,,14000000,34700000,34700000,34700000,34700000,20700000,20700000,41400000
Die Hard,,1988,"8,2","601,41",601409,Action,Thriller,,,,,,,28000000,81350242,139109346,81350242,139109346,53350242,29759104,83109346
Friday the 13th Part VII: The New Blood,,1988,"5,3","21,81",21812,Horror,,,,,,,,2800000,19170001,19170001,19170001,19170001,16370001,16370001,32740002
Halloween 4: The Return of Michael Myers,,1988,"5,9","30,19",30193,Horror,Thriller,,,,,,,5000000,17768757,17768757,17768757,17768757,12768757,12768757,25537514
Lady in White,,1988,"6,7","4,81",4805,Fantasy,Horror,Mystery,Thriller,,,,,4700000,1705139,1705139,1705139,1705139,-2994861,-2994861,-5989722
Midnight Run,,1988,"7,6","54,92",54918,Action,Comedy,Crime,Thriller,,,,,30000000,38413606,81613606,38413606,81613606,8413606,13200000,21613606
My Stepmother Is an Alien,,1988,"5,2","21,27",21274,Comedy,Sci-Fi,,,,,,,16000000,13854000,13854000,13854000,13854000,-2146000,-2146000,-4292000
Mystic Pizza,,1988,"6,2","18,65",18647,Comedy,Drama,Romance,,,,,,6000000,12793213,12793213,12793213,12793213,6793213,6793213,13586426
Phantasm II,,1988,"6,5","9,81",9810,Action,Fantasy,Horror,Sci-Fi,Thriller,,,,3000000,7000000,7000000,7000000,7000000,4000000,4000000,8000000
Poltergeist III,,1988,"4,5","13,35",13354,Horror,Thriller,,,,,,,9500000,14114000,14114000,14114000,14114000,4614000,4614000,9228000
Rain Man,,1988,8,"387,65",387649,Drama,,,,,,,,25000000,172825435,412800000,172825435,412800000,147825435,214974565,362800000
Rambo III,,1988,"5,7","93,41",93409,Action,Adventure,Thriller,War,,,,,58000000,53715611,188715611,53715611,188715611,-4284389,77000000,72715611
Scrooged,,1988,7,"62,01",62008,Comedy,Drama,Fantasy,Music,Romance,,,,32000000,59450353,59450353,59450353,59450353,27450353,27450353,54900706
The Land Before Time,,1988,"7,3","62,52",62522,Animation,Adventure,Family,,,,,,12300000,48092846,81972846,48092846,81972846,35792846,21580000,57372846
The Last Temptation of Christ,,1988,"7,6","40,15",40147,Drama,,,,,,,,7000000,8373585,8373585,8373585,8373585,1373585,1373585,2747170
They Live,,1988,"7,3","75,16",75164,Action,Horror,Sci-Fi,Thriller,,,,,4000000,13000000,13000000,13000000,13000000,9000000,9000000,18000000
Twins,,1988,6,"88,69",88691,Comedy,Crime,,,,,,,15000000,111936388,216600000,111936388,216600000,96936388,89663612,186600000
Young Guns,,1988,"6,8","43,18",43175,Action,Crime,Drama,Thriller,Western,,,,13000000,44726644,44726644,44726644,44726644,31726644,31726644,63453288
A Nightmare on Elm Street 5: The Dream Child,A Nightmare on Elm Street: The Dream Child,1989,"5,1","30,14",30142,Fantasy,Horror,Romance,Thriller,,,,,6000000,22168359,22168359,22168359,22168359,16168359,16168359,32336718
Back to the Future Part II,,1989,"7,8","346,35",346351,Adventure,Comedy,Sci-Fi,,,,,,40000000,118450002,332000000,118450002,332000000,78450002,173549998,252000000
Batman,,1989,"7,6","272,75",272751,Action,Adventure,,,,,,,35000000,251188924,411348924,251188924,411348924,216188924,125160000,341348924
Bill & Ted's Excellent Adventure,,1989,"6,9","86,31",86308,Adventure,Comedy,Music,Sci-Fi,,,,,10000000,40485039,40485039,40485039,40485039,30485039,30485039,60970078
Black Rain,,1989,"6,6","39,72",39718,Action,Crime,Thriller,,,,,,30000000,45892212,45892212,45892212,45892212,15892212,15892212,31784424
Born on the Fourth of July,,1989,"7,2","77,80",77804,Biography,Drama,War,,,,,,14000000,70001698,70001698,70001698,70001698,56001698,56001698,112003396
Dead Poets Society,,1989,8,"281,53",281531,Comedy,Drama,,,,,,,16400000,95860116,239500000,95860116,239500000,79460116,127239884,206700000
Do the Right Thing,,1989,"7,9","60,44",60442,Comedy,Drama,,,,,,,6000000,26004026,26004026,26004026,26004026,20004026,20004026,40008052
Driving Miss Daisy,,1989,"7,4","73,39",73390,Drama,,,,,,,,7500000,106593296,106593296,106593296,106593296,99093296,99093296,198186592
Friday the 13th Part VIII: Jason Takes Manhattan,,1989,"4,5","23,39",23387,Adventure,Horror,,,,,,,5000000,14343976,14343976,14343976,14343976,9343976,9343976,18687952
Glory,,1989,"7,9","102,77",102765,Drama,History,War,,,,,,18000000,26593580,26593580,26593580,26593580,8593580,8593580,17187160
Henry V,,1989,"7,7","23,62",23617,Action,Biography,Drama,History,Romance,War,,,9000000,10161099,10176701,10161099,10176701,1161099,-8984398,-7823299
Indiana Jones and the Last Crusade,,1989,"8,3","523,63",523634,Action,Adventure,Fantasy,,,,,,48000000,197171806,474171806,197171806,474171806,149171806,229000000,378171806
Kickboxer,,1989,"6,4","37,32",37319,Action,Sport,,,,,,,1500000,14533681,14533681,14533681,14533681,13033681,13033681,26067362
Licence to Kill,,1989,"6,6","74,85",74850,Action,Adventure,Thriller,,,,,,42000000,34667015,156167015,34667015,156167015,-7332985,79500000,72167015
Major League,,1989,"7,2","49,50",49499,Comedy,Sport,,,,,,,11000000,49793054,49793054,49793054,49793054,38793054,38793054,77586108
Pet Sematary,,1989,"6,6","64,96",64961,Fantasy,Horror,,,,,,,11500000,57469179,57469179,57469179,57469179,45969179,45969179,91938358
Road House,,1989,"6,5","43,76",43756,Action,Thriller,,,,,,,10000000,30050028,30050028,30050028,30050028,20050028,20050028,40100056
Sea of Love,,1989,"6,8","30,54",30537,Crime,Drama,Mystery,Romance,Thriller,,,,19000000,58571513,58571513,58571513,58571513,39571513,39571513,79143026
"Sex, Lies, and Videotape",,1989,"7,2","38,31",38307,Drama,,,,,,,,1200000,24741667,36741667,24741667,36741667,23541667,10800000,34341667
Star Trek V: The Final Frontier,,1989,"5,4","44,54",44538,Action,Adventure,Fantasy,Sci-Fi,Thriller,,,,30000000,52210049,70200000,52210049,70200000,22210049,-12010049,10200000
Tango & Cash,,1989,"6,3","76,27",76265,Action,Comedy,Crime,Thriller,,,,,55000000,63408614,63408614,63408614,63408614,8408614,8408614,16817228
The Abyss,,1989,"7,6","132,84",132842,Adventure,Drama,Sci-Fi,Thriller,,,,,70000000,54243125,54243125,54243125,54243125,-15756875,-15756875,-31513750
Arachnophobia,,1990,6,"50,99",50994,Comedy,Fantasy,Horror,Thriller,,,,,31000000,53208180,53208180,53208180,53208180,22208180,22208180,44416360
Back to the Future Part III,,1990,7,"288,99",288991,Action,Adventure,Comedy,Sci-Fi,Western,,,,40000000,88055283,244088654,88055283,244088654,48055283,116033371,164088654
Child's Play 2,,1990,6,"31,92",31922,Fantasy,Horror,,,,,,,13000000,26904572,34166572,26904572,34166572,13904572,-5738000,8166572
Dances with Wolves,,1990,8,"188,74",188744,Adventure,Drama,Western,,,,,,19000000,184208842,424200000,184208842,424200000,165208842,220991158,386200000
Days of Thunder,,1990,6,"61,20",61200,Action,Drama,Sport,,,,,,60000000,82670733,157670733,82670733,157670733,22670733,15000000,37670733
Dick Tracy,,1990,6,"48,22",48217,Action,Comedy,Crime,Music,Romance,Thriller,,,47000000,103738726,162738726,103738726,162738726,56738726,12000000,68738726
Die Hard 2,,1990,7,"273,09",273088,Action,Thriller,,,,,,,70000000,117323878,239814025,117323878,239814025,47323878,52490147,99814025
Edward Scissorhands,,1990,8,"362,47",362469,Drama,Fantasy,Romance,,,,,,20000000,53976987,53976987,53976987,53976987,33976987,33976987,67953974
Flatliners,,1990,7,"62,61",62610,Drama,Horror,Sci-Fi,Thriller,,,,,26000000,61308153,61308153,61308153,61308153,35308153,35308153,70616306
Ghost,,1990,7,"156,09",156092,Drama,Fantasy,Romance,Thriller,,,,,22000000,217631306,517600000,217631306,517600000,195631306,277968694,473600000
Goodfellas,,1990,9,"741,00",741004,Biography,Crime,Drama,,,,,,25000000,46743809,46743809,46743809,46743809,21743809,21743809,43487618
Gremlins 2: The New Batch,,1990,6,"69,79",69787,Comedy,Fantasy,Horror,,,,,,50000000,41476097,41476097,41476097,41476097,-8523903,-8523903,-17047806
Home Alone,,1990,8,"316,27",316267,Comedy,Family,,,,,,,15000000,285761243,476684675,285761243,476684675,270761243,175923432,446684675
Kindergarten Cop,,1990,6,"109,08",109080,Comedy,,,,,,,,26000000,91457688,202000000,91457688,202000000,65457688,84542312,150000000
La Femme Nikita,Nikita,1990,7,"55,50",55504,Action,Thriller,,,,,,,7000000,5017971,5017971,5017971,5017971,-1982029,-1982029,-3964058
Mr Quigley l'Australien,Quigley Down Under,1990,7,"15,45",15445,Action,Adventure,Drama,Romance,Western,,,,20000000,21413105,21413105,21413105,21413105,1413105,1413105,2826210
Night of the Living Dead,,1990,7,"31,27",31267,Horror,,,,,,,,4200000,5835247,5835247,5835247,5835247,1635247,1635247,3270494
Predator 2,,1990,6,"107,20",107201,Action,Horror,Sci-Fi,,,,,,35000000,28317513,54768418,28317513,54768418,-6682487,-8549095,-15231582
Pretty Woman,,1990,7,"216,63",216627,Comedy,Romance,,,,,,,14000000,178406268,432645872,178406268,432645872,164406268,240239604,404645872
Spaced Invaders,,1990,5,"2,62",2617,Adventure,Comedy,Sci-Fi,,,,,,3000000,15000000,15000000,15000000,15000000,12000000,12000000,24000000
Teenage Mutant Ninja Turtles,,1990,7,"70,58",70581,Action,Adventure,Comedy,Family,Sci-Fi,,,,13500000,135265915,202000000,135265915,202000000,121765915,53234085,175000000
The Godfather: Part III,,1990,8,"272,65",272651,Crime,Drama,,,,,,,54000000,66520529,66520529,66520529,66520529,12520529,12520529,25041058
The Hunt for Red October,,1990,8,"145,23",145229,Action,Adventure,Thriller,,,,,,30000000,120709866,200500000,120709866,200500000,90709866,49790134,140500000
Total Recall,,1990,8,"242,98",242976,Action,Sci-Fi,,,,,,,65000000,119394839,261400000,119394839,261400000,54394839,77005161,131400000
Tremors,,1990,7,"91,61",91611,Comedy,Horror,Sci-Fi,,,,,,10000000,16667084,16667084,16667084,16667084,6667084,6667084,13334168
Alive,,1993,7,"39,44",39441,Adventure,Biography,Drama,Thriller,,,,,32000000,36299670,36299670,36299670,36299670,4299670,4299670,8599340
"Blood In, Blood Out",Bound by Honor,1993,8,"23,44",23440,Crime,Drama,,,,,,,35000000,4496583,4496583,4496583,4496583,-30503417,-30503417,-61006834
Cliffhanger,,1993,6,"97,22",97224,Action,Adventure,Thriller,,,,,,65000000,84049211,255000000,84049211,255000000,19049211,105950789,125000000
Cool Runnings,,1993,7,"70,63",70626,Adventure,Comedy,Family,Sport,,,,,14000000,68856263,155056263,68856263,155056263,54856263,72200000,127056263
Dazed and Confused,,1993,8,"122,95",122948,Comedy,,,,,,,,6900000,7950889,7950889,7950889,7950889,1050889,1050889,2101778
Gettysburg,,1993,8,"22,13",22126,Drama,History,War,,,,,,25000000,10731997,10731997,10731997,10731997,-14268003,-14268003,-28536006
Groundhog Day,,1993,8,"444,68",444684,Comedy,Fantasy,Romance,,,,,,14600000,70906973,70906973,70906973,70906973,56306973,56306973,112613946
Hocus Pocus,,1993,7,"61,82",61821,Comedy,Family,Fantasy,,,,,,28000000,39360491,39360491,39360491,39360491,11360491,11360491,22720982
Jason Goes to Hell: The Final Friday,,1993,4,"19,65",19651,Fantasy,Horror,Thriller,,,,,,3000000,15935068,15935068,15935068,15935068,12935068,12935068,25870136
Jurassic Park,,1993,8,"625,48",625484,Adventure,Sci-Fi,Thriller,,,,,,63000000,395708305,1038812584,395708305,1038812584,332708305,580104279,912812584
La leÃ§on de piano,The Piano,1993,8,"64,57",64570,Drama,Music,Romance,,,,,,7000000,40157856,40157856,40157856,40157856,33157856,33157856,66315712
Last Action Hero,,1993,6,"107,84",107836,Action,Adventure,Comedy,Fantasy,,,,,85000000,50016394,137298489,50016394,137298489,-34983606,2282095,-32701511
Menace II Society,,1993,8,"40,01",40012,Crime,Drama,Thriller,,,,,,3500000,27731527,27731527,27731527,27731527,24231527,24231527,48463054
Mrs. Doubtfire,,1993,7,"184,50",184499,Comedy,Drama,Family,Romance,,,,,25000000,219195051,441286003,219195051,441286003,194195051,197090952,391286003
Much Ado About Nothing,,1993,7,"37,57",37570,Comedy,Drama,Romance,,,,,,8000000,22549338,22549338,22549338,22549338,14549338,14549338,29098676
Philadelphia,,1993,8,"180,93",180928,Drama,,,,,,,,26000000,77324422,201324422,77324422,201324422,51324422,98000000,149324422
RoboCop 3,,1993,4,"35,50",35500,Action,Crime,Sci-Fi,Thriller,,,,,22000000,10696210,10696210,10696210,10696210,-11303790,-11303790,-22607580
Schindler's List,,1993,9,"879,87",879870,Biography,Drama,History,,,,,,25000000,96067179,321365567,96067179,321365567,71067179,200298388,271365567
Super Mario Bros.,,1993,4,"38,69",38688,Adventure,Comedy,Family,Fantasy,Sci-Fi,,,,42000000,20844907,20844907,20844907,20844907,-21155093,-21155093,-42310186
The Age of Innocence,,1993,7,"36,71",36714,Drama,Romance,,,,,,,34000000,32014993,32014993,32014993,32014993,-1985007,-1985007,-3970014
The Firm,,1993,7,"90,00",90003,Drama,Mystery,Thriller,,,,,,42000000,158340892,270340892,158340892,270340892,116340892,70000000,186340892
The Fugitive,,1993,8,"216,09",216093,Action,Adventure,Crime,Drama,Mystery,Thriller,,,44000000,183875760,353715317,183875760,353715317,139875760,125839557,265715317
The Pelican Brief,,1993,7,"60,24",60235,Crime,Drama,Mystery,Thriller,,,,,45000000,100768056,187995859,100768056,187995859,55768056,42227803,97995859
The Remains of the Day,,1993,8,"46,25",46254,Drama,Romance,,,,,,,15000000,22954968,63954968,22954968,63954968,7954968,26000000,33954968
Tombstone,,1993,8,"96,55",96554,Action,Biography,Drama,History,Romance,Western,,,25000000,56505065,56505065,56505065,56505065,31505065,31505065,63010130
True Romance,,1993,8,"165,33",165329,Crime,Drama,Romance,Thriller,,,,,12500000,12281000,12309980,12281000,12309980,-219000,-12471020,-12690020
What's Eating Gilbert Grape,,1993,8,"173,88",173884,Drama,,,,,,,,11000000,9170214,9170214,9170214,9170214,-1829786,-1829786,-3659572
What's Love Got to Do with It,,1993,7,"13,58",13583,Biography,Drama,Music,,,,,,15000000,39100956,39100956,39100956,39100956,24100956,24100956,48201912
A Few Good Men,,1992,8,"184,24",184241,Drama,Thriller,,,,,,,33000000,141340178,236500000,141340178,236500000,108340178,62159822,170500000
A League of Their Own,,1992,7,"72,64",72637,Comedy,Drama,Sport,,,,,,40000000,107533925,132440066,107533925,132440066,67533925,-15093859,52440066
Aladdin,,1992,8,"265,00",264996,Animation,Adventure,Comedy,Family,Fantasy,Musical,Romance,,28000000,217350219,504050219,217350219,504050219,189350219,258700000,448050219
Alien 3,AlienÂ³,1992,6,"210,95",210952,Action,Horror,Sci-Fi,,,,,,55000000,54927174,158500000,54927174,158500000,-72826,48572826,48500000
Army of Darkness,,1992,8,"131,19",131191,Comedy,Fantasy,Horror,,,,,,11000000,11502976,21502976,11502976,21502976,502976,-1000000,-497024
Batman Returns,,1992,7,"218,31",218307,Action,,,,,,,,80000000,162833635,266824291,162833635,266824291,82833635,23990656,106824291
Boomerang,,1992,5,"20,41",20414,Comedy,Drama,Romance,,,,,,42000000,70052444,131052444,70052444,131052444,28052444,19000000,47052444
Bram Stoker's Dracula,Dracula,1992,8,"145,95",145951,Fantasy,Horror,,,,,,,40000000,82522790,215862692,82522790,215862692,42522790,93339902,135862692
Buffy the Vampire Slayer,,1992,6,"32,73",32729,Action,Comedy,Fantasy,Horror,,,,,7000000,14231669,14231669,14231669,14231669,7231669,7231669,14463338
Dead Alive,Braindead,1992,8,"78,25",78249,Comedy,Fantasy,Horror,,,,,,3000000,242623,242623,242623,242623,-2757377,-2757377,-5514754
Death Becomes Her,,1992,6,"80,01",80013,Comedy,Fantasy,Horror,,,,,,55000000,58422650,149022650,58422650,149022650,3422650,35600000,39022650
El Mariachi,El mariachi,1992,7,"52,63",52632,Action,Thriller,,,,,,,7000,2040920,2041928,2040920,2041928,2033920,-5992,2027928
Glengarry Glen Ross,,1992,8,"76,63",76628,Crime,Drama,Mystery,,,,,,12500000,10725228,10725228,10725228,10725228,-1774772,-1774772,-3549544
Home Alone 2: Lost in New York,,1992,7,"203,99",203992,Adventure,Comedy,Family,,,,,,20000000,173585516,358994850,173585516,358994850,153585516,165409334,318994850
Howards End,,1992,8,"21,49",21487,Drama,Romance,,,,,,,8000000,26124872,26124872,26124872,26124872,18124872,18124872,36249744
Lethal Weapon 3,,1992,7,"129,52",129519,Action,Crime,Thriller,,,,,,35000000,144731527,319700000,144731527,319700000,109731527,139968473,249700000
Malcolm X,,1992,8,"64,87",64868,Biography,Drama,History,Romance,,,,,35000000,48169910,48169910,48169910,48169910,13169910,13169910,26339820
Medicine Man,,1992,6,"17,62",17620,Adventure,Drama,Romance,,,,,,40000000,44948240,44948240,44948240,44948240,4948240,4948240,9896480
My Cousin Vinny,,1992,8,"83,54",83535,Comedy,,,,,,,,11000000,52929168,52929168,52929168,52929168,41929168,41929168,83858336
Patriot Games,,1992,7,"82,30",82295,Action,Thriller,,,,,,,45000000,83287363,178100000,83287363,178100000,38287363,49812637,88100000
Reservoir Dogs,,1992,8,"675,96",675960,Crime,Drama,Thriller,,,,,,1200000,2832029,2832029,2832029,2832029,1632029,1632029,3264058
The Bodyguard,,1992,6,"91,30",91299,Action,Drama,Music,Romance,,,,,25000000,121945720,410900000,121945720,410900000,96945720,263954280,360900000
The Crying Game,,1992,7,"41,79",41789,Crime,Drama,Romance,Thriller,,,,,4000000,62546695,62546695,62546695,62546695,58546695,58546695,117093390
The Last of the Mohicans,,1992,8,"114,68",114683,Action,Adventure,Drama,Romance,War,,,,40000000,75505856,75505856,75505856,75505856,35505856,35505856,71011712
The Lawnmower Man,,1992,5,"28,06",28061,Horror,Sci-Fi,,,,,,,10000000,32100816,32100816,32100816,32100816,22100816,22100816,44201632
The Mighty Ducks,,1992,6,"45,08",45077,Comedy,Drama,Family,Sport,,,,,10000000,50752337,50752337,50752337,50752337,40752337,40752337,81504674
The Player,,1992,8,"42,50",42500,Comedy,Crime,Drama,Mystery,Thriller,,,,8000000,21706101,28876702,21706101,28876702,13706101,-829399,12876702
Unforgiven,,1992,8,"281,97",281972,Drama,Western,,,,,,,14400000,101157447,159157447,101157447,159157447,86757447,43600000,130357447
Wayne's World,,1992,7,"116,04",116039,Comedy,Music,,,,,,,20000000,121697323,183097323,121697323,183097323,101697323,41400000,143097323
Ace Ventura: Pet Detective,,1994,7,"219 394,00",219394000,Comedy,,,,,,,,12000000,72217396,107217396,72217396,107217396,60217396,23000000,83217396
Baby's Day Out,,1994,6,"33 751,00",33751000,Adventure,Comedy,Crime,Drama,Family,,,,50000000,16581575,16581575,16581575,16581575,-33418425,-33418425,-66836850
Beverly Hills Cop III,,1994,6,"61 117,00",61117000,Action,Comedy,Crime,Thriller,,,,,50000000,42586861,119180938,42586861,119180938,-7413139,26594077,19180938
Clear and Present Danger,,1994,7,"70 522,00",70522000,Action,Crime,Drama,Thriller,,,,,62000000,122012656,207500000,122012656,207500000,60012656,23487344,83500000
CrÃ©atures cÃ©lestes,Heavenly Creatures,1994,7,"50 656,00",50656000,Biography,Crime,Drama,Thriller,,,,,5000000,3046086,5438120,3046086,5438120,-1953914,-2607966,-4561880
Disclosure,,1994,6,"37 070,00",37070000,Drama,Thriller,,,,,,,55000000,83015089,212200000,83015089,212200000,28015089,74184911,102200000
